,index,Season,Week,Include,Team 1,Team 2,Spread Open,O/U Open,Open Favorite,Spread Close,O/U Close,Close Favorite,Spread Consensus Team 1,Spread Consensus Team 2,Over Consensus,Under Consensus,Moneyline Consensus Team 1,Moneyline Consensus Team 2,Game ID 1,Game ID 2
446,892,2018,5,True,NYGiants,Carolina,,,Team 1,-6.5,43.5,Team 2,36%,64%,72%,28%,30%,70%,20185NYGiantsCarolina,20185CarolinaNYGiants
447,894,2018,5,True,Denver,NYJets,,,Team 1,-1.0,42.5,Team 1,51%,49%,47%,53%,66%,34%,20185DenverNYJets,20185NYJetsDenver
448,896,2018,5,True,Atlanta,Pittsburgh,,,Team 1,-3.5,57.5,Team 2,43%,57%,73%,27%,38%,62%,20185AtlantaPittsburgh,20185PittsburghAtlanta
449,898,2018,5,True,GreenBay,Detroit,0.0,51.5,No Favorite,-1.0,50.5,Team 2,51%,49%,78%,22%,66%,34%,20185GreenBayDetroit,20185DetroitGreenBay
450,900,2018,5,True,Miami,Cincinnati,,,Team 1,-6.0,48.0,Team 2,65%,35%,46%,54%,69%,31%,20185MiamiCincinnati,20185CincinnatiMiami
451,902,2018,5,True,Oakland,LAChargers,-7.0,51.5,Team 2,-5.5,51.5,Team 2,48%,52%,81%,19%,79%,21%,20185OaklandLAChargers,20185LAChargersOakland
452,904,2018,5,True,Arizona,SanFrancisco,,,Team 1,-3.0,40.5,Team 2,65%,35%,51%,49%,82%,18%,20185ArizonaSanFrancisco,20185SanFranciscoArizona
453,906,2018,5,True,Minnesota,Philadelphia,,,Team 1,-3.5,48.5,Team 2,51%,49%,74%,26%,54%,46%,20185MinnesotaPhiladelphia,20185PhiladelphiaMinnesota
454,908,2018,5,True,LARams,Seattle,,,Team 1,-7.5,50.5,Team 1,68%,32%,64%,36%,50%,50%,20185LARamsSeattle,20185SeattleLARams
455,910,2018,5,True,Dallas,Houston,-3.5,45.5,Team 2,-3.5,45.5,Team 2,43%,57%,70%,30%,43%,57%,20185DallasHouston,20185HoustonDallas
456,912,2018,5,True,Washington,NewOrleans,,,Team 1,-6.0,52.0,Team 2,47%,53%,73%,27%,35%,65%,20185WashingtonNewOrleans,20185NewOrleansWashington
457,914,2018,6,True,Philadelphia,NYGiants,,,Team 1,-2.0,45.0,Team 1,52%,48%,71%,29%,49%,51%,20186PhiladelphiaNYGiants,20186NYGiantsPhiladelphia
458,916,2018,6,True,Arizona,Minnesota,,,Team 1,-9.5,43.5,Team 2,31%,69%,55%,45%,20%,80%,20186ArizonaMinnesota,20186MinnesotaArizona
459,918,2018,6,True,LAChargers,Cleveland,0.0,46.0,No Favorite,-1.0,47.0,Team 2,50%,50%,68%,32%,61%,39%,20186LAChargersCleveland,20186ClevelandLAChargers
460,920,2018,6,True,Chicago,Miami,,,Team 1,-7.0,40.5,Team 1,65%,35%,31%,69%,51%,49%,20186ChicagoMiami,20186MiamiChicago
461,922,2018,6,True,Carolina,Washington,,,Team 1,-1.5,44.5,Team 1,57%,43%,56%,44%,87%,13%,20186CarolinaWashington,20186WashingtonCarolina
462,924,2018,6,True,Indianapolis,NYJets,,,Team 1,-2.5,48.0,Team 2,55%,45%,76%,24%,46%,54%,20186IndianapolisNYJets,20186NYJetsIndianapolis
463,926,2018,6,True,Pittsburgh,Cincinnati,,,Team 1,-1.5,50.0,Team 2,61%,39%,64%,36%,48%,52%,20186PittsburghCincinnati,20186CincinnatiPittsburgh
464,928,2018,6,True,TampaBay,Atlanta,,,Team 1,-3.0,57.5,Team 2,26%,74%,72%,28%,31%,69%,20186TampaBayAtlanta,20186AtlantaTampaBay
465,930,2018,6,True,Seattle,Oakland,,,Team 1,-3.0,48.0,Team 1,56%,44%,65%,35%,53%,47%,20186SeattleOakland,20186OaklandSeattle
466,932,2018,6,True,Buffalo,Houston,,,Team 1,-10.0,40.0,Team 2,45%,55%,72%,28%,52%,48%,20186BuffaloHouston,20186HoustonBuffalo
467,934,2018,6,True,LARams,Denver,-7.0,52.5,Team 1,-7.0,50.0,Team 1,48%,52%,39%,61%,38%,62%,20186LARamsDenver,20186DenverLARams
468,936,2018,6,True,Jacksonville,Dallas,,,Team 1,-3.0,39.5,Team 1,60%,40%,63%,37%,68%,32%,20186JacksonvilleDallas,20186DallasJacksonville
469,938,2018,6,True,Baltimore,Tennessee,,,Team 1,-2.5,43.5,Team 1,68%,32%,52%,48%,65%,35%,20186BaltimoreTennessee,20186TennesseeBaltimore
470,940,2018,6,True,KansasCity,NewEngland,,,Team 1,-4.0,59.5,Team 2,43%,57%,64%,36%,51%,49%,20186KansasCityNewEngland,20186NewEnglandKansasCity
471,942,2018,6,True,SanFrancisco,GreenBay,,,Team 1,-9.5,46.5,Team 2,30%,70%,63%,37%,27%,73%,20186SanFranciscoGreenBay,20186GreenBaySanFrancisco
472,944,2018,7,True,Denver,Arizona,0.0,40.0,No Favorite,-1.0,42.5,Team 1,66%,34%,61%,39%,56%,44%,20187DenverArizona,20187ArizonaDenver
473,946,2018,7,True,Tennessee,LAChargers,,,Team 1,-6.5,46.0,Team 2,40%,60%,70%,30%,31%,69%,20187TennesseeLAChargers,20187LAChargersTennessee
474,948,2018,7,True,NewEngland,Chicago,,,Team 1,-2.0,49.5,Team 1,74%,26%,50%,50%,80%,20%,20187NewEnglandChicago,20187ChicagoNewEngland
475,950,2018,7,True,Cleveland,TampaBay,,,Team 1,-3.5,52.5,Team 2,48%,52%,76%,24%,69%,31%,20187ClevelandTampaBay,20187TampaBayCleveland
476,952,2018,7,True,Detroit,Miami,-1.0,47.0,Team 1,-3.0,47.0,Team 1,66%,34%,53%,47%,58%,42%,20187DetroitMiami,20187MiamiDetroit
477,954,2018,7,True,Carolina,Philadelphia,,,Team 1,-5.0,45.0,Team 2,56%,44%,62%,38%,28%,72%,20187CarolinaPhiladelphia,20187PhiladelphiaCarolina
478,956,2018,7,True,Buffalo,Indianapolis,-7.0,42.5,Team 2,-7.0,43.5,Team 2,33%,67%,58%,42%,33%,67%,20187BuffaloIndianapolis,20187IndianapolisBuffalo
479,958,2018,7,True,Cincinnati,KansasCity,-6.0,58.5,Team 2,-6.5,56.5,Team 2,33%,67%,71%,29%,40%,60%,20187CincinnatiKansasCity,20187KansasCityCincinnati
480,960,2018,7,True,Minnesota,NYJets,,,Team 1,-3.5,45.0,Team 1,57%,43%,69%,31%,68%,32%,20187MinnesotaNYJets,20187NYJetsMinnesota
481,962,2018,7,True,Houston,Jacksonville,,,Team 1,-3.5,42.5,Team 2,50%,50%,66%,34%,31%,69%,20187HoustonJacksonville,20187JacksonvilleHouston
482,964,2018,7,True,NewOrleans,Baltimore,-2.5,50.5,Team 2,-2.5,49.5,Team 2,51%,49%,68%,32%,54%,46%,20187NewOrleansBaltimore,20187BaltimoreNewOrleans
483,966,2018,7,True,Dallas,Washington,,,Team 1,-1.5,40.5,Team 1,47%,53%,59%,41%,54%,46%,20187DallasWashington,20187WashingtonDallas
484,968,2018,7,True,LARams,SanFrancisco,-10.5,53.0,Team 1,-9.0,52.0,Team 1,55%,45%,73%,27%,83%,17%,20187LARamsSanFrancisco,20187SanFranciscoLARams
485,970,2018,7,True,NYGiants,Atlanta,-4.5,54.0,Team 2,-4.5,52.5,Team 2,37%,63%,75%,25%,28%,72%,20187NYGiantsAtlanta,20187AtlantaNYGiants
486,972,2018,8,True,Miami,Houston,-7.5,45.5,Team 2,-7.5,45.0,Team 2,44%,56%,50%,50%,24%,76%,20188MiamiHouston,20188HoustonMiami
487,974,2018,8,True,Philadelphia,Jacksonville,,,Team 1,-4.0,44.5,Team 1,75%,25%,72%,28%,67%,33%,20188PhiladelphiaJacksonville,20188JacksonvillePhiladelphia
488,976,2018,8,True,Cleveland,Pittsburgh,,,Team 1,-8.5,47.5,Team 2,45%,55%,52%,48%,30%,70%,20188ClevelandPittsburgh,20188PittsburghCleveland
489,978,2018,8,True,Denver,KansasCity,-10.5,55.5,Team 2,-9.0,53.5,Team 2,42%,58%,69%,31%,27%,73%,20188DenverKansasCity,20188KansasCityDenver
490,980,2018,8,True,NYJets,Chicago,,,Team 1,-8.5,42.5,Team 2,48%,52%,64%,36%,39%,61%,20188NYJetsChicago,20188ChicagoNYJets
491,982,2018,8,True,Washington,NYGiants,,,Team 1,-1.0,44.0,Team 1,63%,37%,71%,29%,60%,40%,20188WashingtonNYGiants,20188NYGiantsWashington
492,984,2018,8,True,Seattle,Detroit,,,Team 1,-3.0,48.0,Team 2,55%,45%,62%,38%,62%,38%,20188SeattleDetroit,20188DetroitSeattle
493,986,2018,8,True,TampaBay,Cincinnati,,,Team 1,-3.5,55.0,Team 2,32%,68%,74%,26%,30%,70%,20188TampaBayCincinnati,20188CincinnatiTampaBay
494,988,2018,8,True,Baltimore,Carolina,0.0,43.5,No Favorite,-2.5,44.5,Team 1,50%,50%,64%,36%,65%,35%,20188BaltimoreCarolina,20188CarolinaBaltimore
495,990,2018,8,True,Indianapolis,Oakland,,,Team 1,-3.5,51.0,Team 1,56%,44%,76%,24%,29%,71%,20188IndianapolisOakland,20188OaklandIndianapolis
496,992,2018,8,True,SanFrancisco,Arizona,0.0,43.5,No Favorite,-2.5,40.0,Team 1,66%,34%,71%,29%,67%,33%,20188SanFranciscoArizona,20188ArizonaSanFrancisco
497,994,2018,8,True,GreenBay,LARams,,,Team 1,-7.5,57.0,Team 2,49%,51%,87%,13%,57%,43%,20188GreenBayLARams,20188LARamsGreenBay
498,996,2018,8,True,NewOrleans,Minnesota,-1.0,52.0,Team 2,-2.5,54.5,Team 1,44%,56%,83%,17%,49%,51%,20188NewOrleansMinnesota,20188MinnesotaNewOrleans
499,998,2018,8,True,NewEngland,Buffalo,,,Team 1,-14.0,44.5,Team 1,73%,27%,68%,32%,65%,35%,20188NewEnglandBuffalo,20188BuffaloNewEngland
500,1000,2018,9,True,Oakland,SanFrancisco,,,Team 1,-1.5,44.0,Team 1,76%,24%,65%,35%,76%,24%,20189OaklandSanFrancisco,20189SanFranciscoOakland
501,1002,2018,9,True,Detroit,Minnesota,,,Team 1,-5.0,47.0,Team 2,27%,73%,58%,42%,40%,60%,20189DetroitMinnesota,20189MinnesotaDetroit
502,1004,2018,9,True,KansasCity,Cleveland,-10.5,52.0,Team 1,-8.5,51.5,Team 1,80%,20%,60%,40%,78%,22%,20189KansasCityCleveland,20189ClevelandKansasCity
503,1006,2018,9,True,Pittsburgh,Baltimore,-3.0,48.0,Team 2,-1.5,47.0,Team 2,59%,41%,52%,48%,77%,23%,20189PittsburghBaltimore,20189BaltimorePittsburgh
504,1008,2018,9,True,TampaBay,Carolina,,,Team 1,-6.0,55.5,Team 2,45%,55%,75%,25%,55%,45%,20189TampaBayCarolina,20189CarolinaTampaBay
505,1010,2018,9,True,NYJets,Miami,,,Team 1,-3.0,43.0,Team 2,58%,42%,44%,56%,65%,35%,20189NYJetsMiami,20189MiamiNYJets
506,1012,2018,9,True,Atlanta,Washington,,,Team 1,-1.5,47.0,Team 2,62%,38%,68%,32%,55%,45%,20189AtlantaWashington,20189WashingtonAtlanta
507,1014,2018,9,True,Chicago,Buffalo,,,Team 1,-10.0,38.0,Team 1,45%,55%,50%,50%,29%,71%,20189ChicagoBuffalo,20189BuffaloChicago
508,1016,2018,9,True,Houston,Denver,0.0,47.5,No Favorite,-1.0,46.5,Team 2,51%,49%,41%,59%,54%,46%,20189HoustonDenver,20189DenverHouston
509,1018,2018,9,True,LAChargers,Seattle,,,Team 1,-1.0,48.5,Team 2,42%,58%,72%,28%,45%,55%,20189LAChargersSeattle,20189SeattleLAChargers
510,1020,2018,9,True,LARams,NewOrleans,,,Team 1,-2.0,57.5,Team 1,50%,50%,86%,14%,49%,51%,20189LARamsNewOrleans,20189NewOrleansLARams
511,1022,2018,9,True,GreenBay,NewEngland,,,Team 1,-5.0,56.5,Team 2,44%,56%,71%,29%,50%,50%,20189GreenBayNewEngland,20189NewEnglandGreenBay
512,1024,2018,9,True,Tennessee,Dallas,-4.0,42.5,Team 2,-5.0,40.0,Team 2,39%,61%,60%,40%,24%,76%,20189TennesseeDallas,20189DallasTennessee
513,1026,2018,10,True,Carolina,Pittsburgh,-7.0,50.0,Team 2,-3.5,51.0,Team 2,40%,60%,69%,31%,56%,44%,201810CarolinaPittsburgh,201810PittsburghCarolina
514,1028,2018,10,True,Buffalo,NYJets,-9.5,36.5,Team 2,-7.0,37.5,Team 2,37%,63%,53%,47%,74%,26%,201810BuffaloNYJets,201810NYJetsBuffalo
515,1030,2018,10,True,Atlanta,Cleveland,-3.5,51.0,Team 1,-5.5,49.5,Team 1,68%,32%,71%,29%,39%,61%,201810AtlantaCleveland,201810ClevelandAtlanta
516,1032,2018,10,True,NewOrleans,Cincinnati,-4.5,55.0,Team 1,-6.0,53.5,Team 1,55%,45%,66%,34%,76%,24%,201810NewOrleansCincinnati,201810CincinnatiNewOrleans
517,1034,2018,10,True,Washington,TampaBay,0.0,51.5,No Favorite,-3.5,51.0,Team 2,41%,59%,73%,27%,72%,28%,201810WashingtonTampaBay,201810TampaBayWashington
518,1036,2018,10,True,NewEngland,Tennessee,-7.0,48.0,Team 1,-6.5,46.5,Team 1,72%,28%,38%,62%,66%,34%,201810NewEnglandTennessee,201810TennesseeNewEngland
519,1038,2018,10,True,Miami,GreenBay,-9.0,47.5,Team 2,-12.5,49.0,Team 2,27%,73%,40%,60%,31%,69%,201810MiamiGreenBay,201810GreenBayMiami
520,1040,2018,10,True,Jacksonville,Indianapolis,-3.0,47.5,Team 2,-3.0,48.0,Team 2,50%,50%,38%,62%,54%,46%,201810JacksonvilleIndianapolis,201810IndianapolisJacksonville
521,1042,2018,10,True,Detroit,Chicago,-6.0,46.5,Team 2,-7.0,44.5,Team 2,50%,50%,37%,63%,61%,39%,201810DetroitChicago,201810ChicagoDetroit
522,1044,2018,10,True,Arizona,KansasCity,-18.5,50.0,Team 2,-16.0,49.5,Team 2,29%,71%,73%,27%,28%,72%,201810ArizonaKansasCity,201810KansasCityArizona
523,1046,2018,10,True,LAChargers,Oakland,-10.0,50.5,Team 1,-10.5,50.5,Team 1,82%,18%,63%,37%,64%,36%,201810LAChargersOakland,201810OaklandLAChargers
524,1048,2018,10,True,Seattle,LARams,-11.5,51.5,Team 2,-9.5,51.0,Team 2,56%,44%,83%,17%,49%,51%,201810SeattleLARams,201810LARamsSeattle
525,1050,2018,10,True,Dallas,Philadelphia,-6.0,43.5,Team 2,-7.5,45.5,Team 2,34%,66%,60%,40%,46%,54%,201810DallasPhiladelphia,201810PhiladelphiaDallas
526,1052,2018,10,True,NYGiants,SanFrancisco,-3.0,43.5,Team 2,-3.0,45.0,Team 2,46%,54%,68%,32%,68%,32%,201810NYGiantsSanFrancisco,201810SanFranciscoNYGiants
527,1054,2018,11,True,GreenBay,Seattle,-2.5,49.5,Team 2,-3.0,49.5,Team 2,48%,52%,72%,28%,46%,54%,201811GreenBaySeattle,201811SeattleGreenBay
528,1056,2018,11,True,Carolina,Detroit,,,Team 1,-4.0,48.0,Team 1,74%,26%,59%,41%,75%,25%,201811CarolinaDetroit,201811DetroitCarolina
529,1058,2018,11,True,Dallas,Atlanta,,,Team 1,-3.5,50.0,Team 2,38%,62%,87%,13%,46%,54%,201811DallasAtlanta,201811AtlantaDallas
530,1060,2018,11,True,Cincinnati,Baltimore,-3.5,43.5,Team 2,-6.5,44.0,Team 2,55%,45%,34%,66%,54%,46%,201811CincinnatiBaltimore,201811BaltimoreCincinnati
531,1062,2018,11,True,Minnesota,Chicago,,,Team 1,-2.5,44.0,Team 2,53%,47%,67%,33%,58%,42%,201811MinnesotaChicago,201811ChicagoMinnesota
532,1064,2018,11,True,Philadelphia,NewOrleans,-7.5,54.0,Team 2,-7.0,57.0,Team 2,37%,63%,78%,22%,46%,54%,201811PhiladelphiaNewOrleans,201811NewOrleansPhiladelphia
533,1066,2018,11,True,Tennessee,Indianapolis,,,Team 1,-1.5,50.0,Team 2,44%,56%,78%,22%,51%,49%,201811TennesseeIndianapolis,201811IndianapolisTennessee
534,1068,2018,11,True,Houston,Washington,,,Team 1,-3.0,41.0,Team 1,74%,26%,61%,39%,57%,43%,201811HoustonWashington,201811WashingtonHouston
535,1070,2018,11,True,TampaBay,NYGiants,-1.0,52.0,Team 2,-3.0,54.0,Team 2,27%,73%,59%,41%,55%,45%,201811TampaBayNYGiants,201811NYGiantsTampaBay
536,1072,2018,11,True,Denver,LAChargers,-7.5,47.0,Team 2,-7.0,47.0,Team 2,36%,64%,66%,34%,36%,64%,201811DenverLAChargers,201811LAChargersDenver
537,1074,2018,11,True,Oakland,Arizona,,,Team 1,-4.5,41.0,Team 2,45%,55%,56%,44%,49%,51%,201811OaklandArizona,201811ArizonaOakland
538,1076,2018,11,True,Pittsburgh,Jacksonville,,,Team 1,-4.0,47.0,Team 1,68%,32%,55%,45%,59%,41%,201811PittsburghJacksonville,201811JacksonvillePittsburgh
539,1078,2018,11,True,KansasCity,LARams,-1.0,63.5,Team 2,-3.0,63.5,Team 2,60%,40%,65%,35%,69%,31%,201811KansasCityLARams,201811LARamsKansasCity
540,1080,2018,12,True,Chicago,Detroit,-3.0,45.0,Team 1,-3.0,42.5,Team 1,54%,46%,47%,53%,41%,59%,201812ChicagoDetroit,201812DetroitChicago
541,1082,2018,12,True,Washington,Dallas,-9.0,40.5,Team 2,-7.0,40.0,Team 2,50%,50%,65%,35%,39%,61%,201812WashingtonDallas,201812DallasWashington
542,1084,2018,12,True,Atlanta,NewOrleans,-14.0,59.5,Team 2,-12.5,61.5,Team 2,41%,59%,80%,20%,45%,55%,201812AtlantaNewOrleans,201812NewOrleansAtlanta
543,1086,2018,12,True,Jacksonville,Buffalo,-3.0,37.5,Team 1,-3.0,36.5,Team 1,58%,42%,53%,47%,85%,15%,201812JacksonvilleBuffalo,201812BuffaloJacksonville
544,1088,2018,12,True,Oakland,Baltimore,-12.0,42.5,Team 2,-13.0,42.0,Team 2,45%,55%,70%,30%,41%,59%,201812OaklandBaltimore,201812BaltimoreOakland
545,1090,2018,12,True,SanFrancisco,TampaBay,-3.0,54.0,Team 2,-2.0,54.5,Team 2,30%,70%,58%,42%,26%,74%,201812SanFranciscoTampaBay,201812TampaBaySanFrancisco
546,1092,2018,12,True,NYGiants,Philadelphia,-7.0,46.5,Team 2,-5.0,50.0,Team 2,45%,55%,63%,37%,50%,50%,201812NYGiantsPhiladelphia,201812PhiladelphiaNYGiants
547,1094,2018,12,True,Cleveland,Cincinnati,-3.0,48.0,Team 2,0.0,47.0,No Favorite,44%,56%,68%,32%,56%,44%,201812ClevelandCincinnati,201812CincinnatiCleveland
548,1096,2018,12,True,NewEngland,NYJets,-9.5,46.5,Team 1,-12.5,47.0,Team 1,80%,20%,57%,43%,82%,18%,201812NewEnglandNYJets,201812NYJetsNewEngland
549,1098,2018,12,True,Seattle,Carolina,-3.0,47.0,Team 2,-3.0,46.5,Team 2,32%,68%,74%,26%,48%,52%,201812SeattleCarolina,201812CarolinaSeattle
550,1100,2018,12,True,Miami,Indianapolis,-10.5,50.5,Team 2,-9.0,52.5,Team 2,36%,64%,65%,35%,48%,52%,201812MiamiIndianapolis,201812IndianapolisMiami
551,1102,2018,12,True,Arizona,LAChargers,-13.0,44.0,Team 2,-14.0,43.5,Team 2,39%,61%,68%,32%,39%,61%,201812ArizonaLAChargers,201812LAChargersArizona
552,1104,2018,12,True,Pittsburgh,Denver,-3.5,47.5,Team 1,-3.0,47.5,Team 1,72%,28%,69%,31%,60%,40%,201812PittsburghDenver,201812DenverPittsburgh
553,1106,2018,12,True,GreenBay,Minnesota,-4.5,48.0,Team 2,-3.5,48.5,Team 2,54%,46%,75%,25%,50%,50%,201812GreenBayMinnesota,201812MinnesotaGreenBay
554,1108,2018,12,True,Tennessee,Houston,-6.5,41.0,Team 2,-3.5,42.5,Team 2,30%,70%,74%,26%,35%,65%,201812TennesseeHouston,201812HoustonTennessee
555,1110,2018,13,True,NewOrleans,Dallas,-7.0,51.5,Team 1,-7.5,51.5,Team 1,69%,31%,69%,31%,44%,56%,201813NewOrleansDallas,201813DallasNewOrleans
556,1112,2018,13,True,Indianapolis,Jacksonville,-3.0,48.5,Team 1,-4.5,45.5,Team 1,68%,32%,26%,74%,62%,38%,201813IndianapolisJacksonville,201813JacksonvilleIndianapolis
557,1114,2018,13,True,LAChargers,Pittsburgh,-3.5,52.5,Team 2,-3.0,53.5,Team 2,32%,68%,79%,21%,40%,60%,201813LAChargersPittsburgh,201813PittsburghLAChargers
558,1116,2018,13,True,Carolina,TampaBay,-4.0,55.5,Team 1,-3.5,52.0,Team 1,65%,35%,60%,40%,87%,13%,201813CarolinaTampaBay,201813TampaBayCarolina
559,1118,2018,13,True,Baltimore,Atlanta,,,Team 1,-2.5,46.5,Team 2,34%,66%,69%,31%,29%,71%,201813BaltimoreAtlanta,201813AtlantaBaltimore
560,1120,2018,13,True,Cleveland,Houston,,,Team 1,-5.0,48.0,Team 2,39%,61%,83%,17%,27%,73%,201813ClevelandHouston,201813HoustonCleveland
561,1122,2018,13,True,Buffalo,Miami,,,Team 1,-3.5,40.0,Team 2,44%,56%,56%,44%,50%,50%,201813BuffaloMiami,201813MiamiBuffalo
562,1124,2018,13,True,Chicago,NYGiants,,,Team 1,-3.5,43.5,Team 1,51%,49%,38%,62%,51%,49%,201813ChicagoNYGiants,201813NYGiantsChicago
563,1126,2018,13,True,Denver,Cincinnati,,,Team 1,-4.0,45.0,Team 1,66%,34%,66%,34%,52%,48%,201813DenverCincinnati,201813CincinnatiDenver
564,1128,2018,13,True,LARams,Detroit,-9.0,54.5,Team 1,-10.0,54.0,Team 1,73%,27%,53%,47%,60%,40%,201813LARamsDetroit,201813DetroitLARams
565,1130,2018,13,True,Arizona,GreenBay,,,Team 1,-13.5,41.0,Team 2,35%,65%,60%,40%,53%,47%,201813ArizonaGreenBay,201813GreenBayArizona
566,1132,2018,13,True,KansasCity,Oakland,-15.0,56.5,Team 1,-14.0,53.5,Team 1,73%,27%,38%,62%,34%,66%,201813KansasCityOakland,201813OaklandKansasCity
567,1134,2018,13,True,NYJets,Tennessee,-9.5,41.0,Team 2,-9.5,40.5,Team 2,63%,37%,76%,24%,76%,24%,201813NYJetsTennessee,201813TennesseeNYJets
568,1136,2018,13,True,Minnesota,NewEngland,,,Team 1,-6.0,50.0,Team 2,42%,58%,77%,23%,55%,45%,201813MinnesotaNewEngland,201813NewEnglandMinnesota
569,1138,2018,13,True,SanFrancisco,Seattle,-11.0,43.5,Team 2,-9.5,45.0,Team 2,42%,58%,17%,83%,8%,92%,201813SanFranciscoSeattle,201813SeattleSanFrancisco
570,1140,2018,13,True,Washington,Philadelphia,,,Team 1,-5.5,45.0,Team 2,35%,65%,62%,38%,33%,67%,201813WashingtonPhiladelphia,201813PhiladelphiaWashington
571,1142,2018,14,True,Jacksonville,Tennessee,-4.5,38.0,Team 2,-5.5,37.0,Team 2,38%,62%,52%,48%,54%,46%,201814JacksonvilleTennessee,201814TennesseeJacksonville
572,1144,2018,14,True,Baltimore,KansasCity,,,Team 1,-6.5,49.0,Team 2,32%,68%,57%,43%,37%,63%,201814BaltimoreKansasCity,201814KansasCityBaltimore
573,1146,2018,14,True,Indianapolis,Houston,-4.5,49.0,Team 2,-4.0,49.0,Team 2,55%,45%,81%,19%,24%,76%,201814IndianapolisHouston,201814HoustonIndianapolis
574,1148,2018,14,True,Carolina,Cleveland,,,Team 1,-1.0,48.0,Team 1,58%,42%,72%,28%,65%,35%,201814CarolinaCleveland,201814ClevelandCarolina
575,1150,2018,14,True,Atlanta,GreenBay,,,Team 1,-4.0,50.5,Team 2,30%,70%,70%,30%,75%,25%,201814AtlantaGreenBay,201814GreenBayAtlanta
576,1152,2018,14,True,NewOrleans,TampaBay,,,Team 1,-9.5,55.0,Team 1,78%,22%,63%,37%,68%,32%,201814NewOrleansTampaBay,201814TampaBayNewOrleans
577,1154,2018,14,True,NYJets,Buffalo,-3.5,38.5,Team 2,-4.5,37.0,Team 2,38%,62%,67%,33%,69%,31%,201814NYJetsBuffalo,201814BuffaloNYJets
578,1156,2018,14,True,NewEngland,Miami,,,Team 1,-9.0,49.5,Team 1,62%,38%,55%,45%,41%,59%,201814NewEnglandMiami,201814MiamiNewEngland
579,1158,2018,14,True,LARams,Chicago,,,Team 1,-3.0,50.5,Team 1,58%,42%,45%,55%,50%,50%,201814LARamsChicago,201814ChicagoLARams
580,1160,2018,14,True,NYGiants,Washington,-1.0,42.5,Team 2,-3.0,40.0,Team 1,73%,27%,52%,48%,62%,38%,201814NYGiantsWashington,201814WashingtonNYGiants
581,1162,2018,14,True,Denver,SanFrancisco,,,Team 1,-3.0,45.5,Team 1,66%,34%,80%,20%,68%,32%,201814DenverSanFrancisco,201814SanFranciscoDenver
582,1164,2018,14,True,Cincinnati,LAChargers,,,Team 1,-16.5,48.5,Team 2,42%,58%,78%,22%,33%,67%,201814CincinnatiLAChargers,201814LAChargersCincinnati
583,1166,2018,14,True,Detroit,Arizona,,,Team 1,-2.5,40.0,Team 1,52%,48%,80%,20%,57%,43%,201814DetroitArizona,201814ArizonaDetroit
584,1168,2018,14,True,Philadelphia,Dallas,-4.0,43.0,Team 2,-3.5,45.5,Team 2,41%,59%,55%,45%,67%,33%,201814PhiladelphiaDallas,201814DallasPhiladelphia
585,1170,2018,14,True,Pittsburgh,Oakland,,,Team 1,-10.0,51.0,Team 1,42%,58%,47%,53%,33%,67%,201814PittsburghOakland,201814OaklandPittsburgh
586,1172,2018,14,True,Minnesota,Seattle,,,Team 1,-3.0,45.5,Team 2,35%,65%,66%,34%,46%,54%,201814MinnesotaSeattle,201814SeattleMinnesota
587,1174,2018,15,True,LAChargers,KansasCity,-3.5,56.5,Team 2,-3.5,54.5,Team 2,40%,60%,62%,38%,49%,51%,201815LAChargersKansasCity,201815KansasCityLAChargers
588,1176,2018,15,True,Houston,NYJets,-6.5,42.5,Team 1,-7.0,44.5,Team 1,66%,34%,64%,36%,68%,32%,201815HoustonNYJets,201815NYJetsHouston
589,1178,2018,15,True,Cleveland,Denver,,,Team 1,-1.5,47.0,Team 2,38%,62%,53%,47%,34%,66%,201815ClevelandDenver,201815DenverCleveland
590,1180,2018,15,True,Miami,Minnesota,,,Team 1,-7.5,45.0,Team 2,42%,58%,44%,56%,50%,50%,201815MiamiMinnesota,201815MinnesotaMiami
591,1182,2018,15,True,Oakland,Cincinnati,,,Team 1,-3.0,46.0,Team 2,60%,40%,60%,40%,64%,36%,201815OaklandCincinnati,201815CincinnatiOakland
592,1184,2018,15,True,TampaBay,Baltimore,,,Team 1,-8.5,44.5,Team 2,50%,50%,45%,55%,37%,63%,201815TampaBayBaltimore,201815BaltimoreTampaBay
593,1186,2018,15,True,Dallas,Indianapolis,,,Team 1,-3.0,47.0,Team 2,55%,45%,63%,37%,74%,26%,201815DallasIndianapolis,201815IndianapolisDallas
594,1188,2018,15,True,Detroit,Buffalo,0.0,38.0,No Favorite,-2.5,39.5,Team 2,33%,67%,63%,37%,39%,61%,201815DetroitBuffalo,201815BuffaloDetroit
595,1190,2018,15,True,GreenBay,Chicago,,,Team 1,-5.5,46.5,Team 2,43%,57%,50%,50%,53%,47%,201815GreenBayChicago,201815ChicagoGreenBay
596,1192,2018,15,True,Tennessee,NYGiants,,,Team 1,-2.5,42.0,Team 1,60%,40%,58%,42%,55%,45%,201815TennesseeNYGiants,201815NYGiantsTennessee
597,1194,2018,15,True,Washington,Jacksonville,-8.5,36.0,Team 2,-7.0,36.5,Team 2,30%,70%,21%,79%,70%,30%,201815WashingtonJacksonville,201815JacksonvilleWashington
598,1196,2018,15,True,Arizona,Atlanta,,,Team 1,-9.0,43.5,Team 2,35%,65%,73%,27%,64%,36%,201815ArizonaAtlanta,201815AtlantaArizona
