,index_x,Season_x,Week_x,Include_x,Team 1_x,Team 2_x,Spread Open,O/U Open,Open Favorite,Spread Close,O/U Close,Close Favorite,Spread Consensus Team 1,Spread Consensus Team 2,Over Consensus,Under Consensus,Moneyline Consensus Team 1,Moneyline Consensus Team 2,Game ID 1,Game ID 2,index_y,Season_y,Week_y,Include_y,Team 1_y,Team 2_y,Team 1 Final,Team 2 Final,Total Final
913,1852,2016,2,True,Dallas,Washington,,,Team 1,-3.5,47.0,Team 2,55%,45%,59%,41%,61%,39%,20162DallasWashington,20162WashingtonDallas,124,2016,2,True,Dallas,Washington,27.0,23.0,50.0
914,1854,2016,2,True,NewOrleans,NYGiants,,,Team 1,-4.0,54.5,Team 2,41%,59%,84%,16%,65%,35%,20162NewOrleansNYGiants,20162NYGiantsNewOrleans,128,2016,2,True,NewOrleans,NYGiants,13.0,16.0,29.0
915,1856,2016,2,True,SanFrancisco,Carolina,-13.5,48.5,Team 2,-12.5,44.5,Team 2,35%,65%,65%,35%,48%,52%,20162SanFranciscoCarolina,20162CarolinaSanFrancisco,122,2016,2,True,SanFrancisco,Carolina,27.0,46.0,73.0
916,1858,2016,2,True,TampaBay,Arizona,,,Team 1,-7.0,49.5,Team 2,48%,52%,66%,34%,67%,33%,20162TampaBayArizona,20162ArizonaTampaBay,138,2016,2,True,TampaBay,Arizona,7.0,40.0,47.0
917,1860,2016,2,True,Seattle,LosAngeles,-3.5,39.5,Team 1,-5.5,38.0,Team 1,69%,31%,55%,45%,38%,62%,20162SeattleLosAngeles,20162LosAngelesSeattle,140,2016,2,True,Seattle,LosAngeles,3.0,9.0,12.0
918,1862,2016,2,True,Indianapolis,Denver,,,Team 1,-6.0,47.0,Team 2,48%,52%,71%,29%,74%,26%,20162IndianapolisDenver,20162DenverIndianapolis,146,2016,2,True,Indianapolis,Denver,20.0,34.0,54.0
919,1864,2016,2,True,Atlanta,Oakland,,,Team 1,-4.0,47.5,Team 2,32%,68%,83%,17%,56%,44%,20162AtlantaOakland,20162OaklandAtlanta,144,2016,2,True,Atlanta,Oakland,35.0,28.0,63.0
920,1866,2016,2,True,Jacksonville,SanDiego,-2.5,48.0,Team 2,-3.0,47.5,Team 2,58%,42%,78%,22%,74%,26%,20162JacksonvilleSanDiego,20162SanDiegoJacksonville,142,2016,2,True,Jacksonville,SanDiego,14.0,38.0,52.0
921,1868,2016,2,True,GreenBay,Minnesota,,,Team 1,-2.0,43.0,Team 1,78%,22%,77%,23%,73%,27%,20162GreenBayMinnesota,20162MinnesotaGreenBay,148,2016,2,True,GreenBay,Minnesota,14.0,17.0,31.0
922,1870,2016,2,True,Philadelphia,Chicago,-1.0,43.0,Team 2,-3.0,43.0,Team 2,41%,59%,69%,31%,61%,39%,20162PhiladelphiaChicago,20162ChicagoPhiladelphia,150,2016,2,True,Philadelphia,Chicago,29.0,14.0,43.0
923,1872,2016,3,True,Houston,NewEngland,-2.5,41.0,Team 1,-1.0,38.5,Team 2,57%,43%,58%,42%,54%,46%,20163HoustonNewEngland,20163NewEnglandHouston,152,2016,3,True,Houston,NewEngland,0.0,27.0,27.0
924,1874,2016,3,True,Denver,Cincinnati,-3.5,41.0,Team 2,-3.5,41.5,Team 2,48%,52%,66%,34%,70%,30%,20163DenverCincinnati,20163CincinnatiDenver,166,2016,3,True,Denver,Cincinnati,29.0,17.0,46.0
925,1876,2016,3,True,Oakland,Tennessee,0.0,48.0,No Favorite,-1.5,47.0,Team 1,69%,31%,71%,29%,57%,43%,20163OaklandTennessee,20163TennesseeOakland,156,2016,3,True,Oakland,Tennessee,17.0,10.0,27.0
926,1878,2016,3,True,Arizona,Buffalo,-6.5,47.0,Team 1,-5.5,48.0,Team 1,68%,32%,60%,40%,69%,31%,20163ArizonaBuffalo,20163BuffaloArizona,154,2016,3,True,Arizona,Buffalo,18.0,33.0,51.0
927,1880,2016,3,True,Baltimore,Jacksonville,0.0,47.5,No Favorite,-2.0,45.0,Team 1,38%,62%,73%,27%,25%,75%,20163BaltimoreJacksonville,20163JacksonvilleBaltimore,162,2016,3,True,Baltimore,Jacksonville,19.0,17.0,36.0
928,1882,2016,3,True,Cleveland,Miami,-7.0,42.5,Team 2,-10.0,42.5,Team 2,27%,73%,48%,52%,19%,81%,20163ClevelandMiami,20163MiamiCleveland,160,2016,3,True,Cleveland,Miami,24.0,30.0,54.0
929,1884,2016,3,True,Washington,NYGiants,-4.0,47.5,Team 2,-3.5,47.0,Team 2,35%,65%,77%,23%,33%,67%,20163WashingtonNYGiants,20163NYGiantsWashington,158,2016,3,True,Washington,NYGiants,29.0,27.0,56.0
930,1886,2016,3,True,Detroit,GreenBay,-8.0,48.0,Team 2,-6.5,47.5,Team 2,33%,67%,72%,28%,38%,62%,20163DetroitGreenBay,20163GreenBayDetroit,164,2016,3,True,Detroit,GreenBay,27.0,34.0,61.0
931,1888,2016,3,True,Minnesota,Carolina,-6.5,43.0,Team 2,-6.5,42.5,Team 2,38%,62%,58%,42%,50%,50%,20163MinnesotaCarolina,20163CarolinaMinnesota,168,2016,3,True,Minnesota,Carolina,22.0,10.0,32.0
932,1890,2016,3,True,SanFrancisco,Seattle,-11.0,42.0,Team 2,-10.5,42.0,Team 2,59%,41%,50%,50%,73%,27%,20163SanFranciscoSeattle,20163SeattleSanFrancisco,172,2016,3,True,SanFrancisco,Seattle,18.0,37.0,55.0
933,1892,2016,3,True,LosAngeles,TampaBay,-3.5,42.0,Team 2,-3.5,40.5,Team 2,23%,77%,50%,50%,60%,40%,20163LosAngelesTampaBay,20163TampaBayLosAngeles,170,2016,3,True,LosAngeles,TampaBay,37.0,32.0,69.0
934,1894,2016,3,True,Pittsburgh,Philadelphia,-5.5,46.5,Team 1,-4.0,46.5,Team 1,75%,25%,84%,16%,61%,39%,20163PittsburghPhiladelphia,20163PhiladelphiaPittsburgh,178,2016,3,True,Pittsburgh,Philadelphia,3.0,34.0,37.0
935,1896,2016,3,True,NYJets,KansasCity,-4.0,44.0,Team 2,-3.0,44.5,Team 2,54%,46%,65%,35%,76%,24%,20163NYJetsKansasCity,20163KansasCityNYJets,174,2016,3,True,NYJets,KansasCity,3.0,24.0,27.0
936,1898,2016,3,True,SanDiego,Indianapolis,-3.0,50.5,Team 2,-1.5,51.5,Team 2,45%,55%,78%,22%,51%,49%,20163SanDiegoIndianapolis,20163IndianapolisSanDiego,176,2016,3,True,SanDiego,Indianapolis,22.0,26.0,48.0
937,1900,2016,3,True,Chicago,Dallas,-4.0,45.5,Team 2,-6.5,45.0,Team 2,23%,77%,68%,32%,37%,63%,20163ChicagoDallas,20163DallasChicago,180,2016,3,True,Chicago,Dallas,17.0,31.0,48.0
938,1902,2016,3,True,Atlanta,NewOrleans,-3.5,52.5,Team 2,-3.0,54.5,Team 2,40%,60%,75%,25%,44%,56%,20163AtlantaNewOrleans,20163NewOrleansAtlanta,182,2016,3,True,Atlanta,NewOrleans,45.0,32.0,77.0
939,1904,2016,4,True,Miami,Cincinnati,-7.0,43.5,Team 2,-7.5,46.5,Team 2,39%,61%,56%,44%,50%,50%,20164MiamiCincinnati,20164CincinnatiMiami,184,2016,4,True,Miami,Cincinnati,7.0,22.0,29.0
940,1906,2016,4,True,Indianapolis,Jacksonville,,,Team 1,-1.0,48.5,Team 1,64%,36%,82%,18%,59%,41%,20164IndianapolisJacksonville,20164JacksonvilleIndianapolis,186,2016,4,True,Indianapolis,Jacksonville,27.0,30.0,57.0
941,1908,2016,4,True,Cleveland,Washington,-6.5,45.5,Team 2,-7.5,48.0,Team 2,47%,53%,68%,32%,59%,41%,20164ClevelandWashington,20164WashingtonCleveland,190,2016,4,True,Cleveland,Washington,20.0,31.0,51.0
942,1910,2016,4,True,Buffalo,NewEngland,-3.5,43.5,Team 2,-3.5,41.0,Team 2,32%,68%,47%,53%,31%,69%,20164BuffaloNewEngland,20164NewEnglandBuffalo,194,2016,4,True,Buffalo,NewEngland,16.0,0.0,16.0
943,1912,2016,4,True,Seattle,NYJets,,,Team 1,0.0,40.0,No Favorite,39%,61%,52%,48%,44%,56%,20164SeattleNYJets,20164NYJetsSeattle,192,2016,4,True,Seattle,NYJets,27.0,17.0,44.0
944,1914,2016,4,True,Carolina,Atlanta,,,Team 1,-3.0,48.5,Team 1,68%,32%,86%,14%,55%,45%,20164CarolinaAtlanta,20164AtlantaCarolina,196,2016,4,True,Carolina,Atlanta,33.0,48.0,81.0
945,1916,2016,4,True,Detroit,Chicago,,,Team 1,-3.5,48.0,Team 1,73%,27%,58%,42%,67%,33%,20164DetroitChicago,20164ChicagoDetroit,200,2016,4,True,Detroit,Chicago,14.0,17.0,31.0
946,1918,2016,4,True,Tennessee,Houston,-4.5,39.0,Team 2,-4.0,40.0,Team 2,36%,64%,70%,30%,34%,66%,20164TennesseeHouston,20164HoustonTennessee,188,2016,4,True,Tennessee,Houston,20.0,27.0,47.0
947,1920,2016,4,True,Oakland,Baltimore,,,Team 1,-3.5,45.0,Team 2,66%,34%,76%,24%,70%,30%,20164OaklandBaltimore,20164BaltimoreOakland,198,2016,4,True,Oakland,Baltimore,28.0,27.0,55.0
948,1922,2016,4,True,Denver,TampaBay,,,Team 1,-3.5,43.0,Team 1,71%,29%,67%,33%,55%,45%,20164DenverTampaBay,20164TampaBayDenver,202,2016,4,True,Denver,TampaBay,27.0,7.0,34.0
949,1924,2016,4,True,Dallas,SanFrancisco,0.0,44.0,No Favorite,-1.5,44.0,Team 1,68%,32%,65%,35%,54%,46%,20164DallasSanFrancisco,20164SanFranciscoDallas,208,2016,4,True,Dallas,SanFrancisco,24.0,17.0,41.0
950,1926,2016,4,True,NewOrleans,SanDiego,-4.0,52.0,Team 2,-4.0,54.0,Team 2,45%,55%,87%,13%,81%,19%,20164NewOrleansSanDiego,20164SanDiegoNewOrleans,206,2016,4,True,NewOrleans,SanDiego,35.0,34.0,69.0
951,1928,2016,4,True,LosAngeles,Arizona,,,Team 1,-9.5,43.5,Team 2,30%,70%,75%,25%,43%,57%,20164LosAngelesArizona,20164ArizonaLosAngeles,204,2016,4,True,LosAngeles,Arizona,17.0,13.0,30.0
952,1930,2016,4,True,KansasCity,Pittsburgh,,,Team 1,-3.5,48.5,Team 2,24%,76%,51%,49%,22%,78%,20164KansasCityPittsburgh,20164PittsburghKansasCity,210,2016,4,True,KansasCity,Pittsburgh,14.0,43.0,57.0
953,1932,2016,4,True,NYGiants,Minnesota,,,Team 1,-4.0,42.5,Team 2,44%,56%,59%,41%,57%,43%,20164NYGiantsMinnesota,20164MinnesotaNYGiants,212,2016,4,True,NYGiants,Minnesota,10.0,24.0,34.0
954,1934,2016,5,True,Arizona,SanFrancisco,,,Team 1,-3.5,42.5,Team 1,63%,37%,42%,58%,50%,50%,20165ArizonaSanFrancisco,20165SanFranciscoArizona,214,2016,5,True,Arizona,SanFrancisco,33.0,21.0,54.0
955,1936,2016,5,True,Houston,Minnesota,-6.0,39.5,Team 2,-6.0,38.5,Team 2,32%,68%,44%,56%,51%,49%,20165HoustonMinnesota,20165MinnesotaHouston,226,2016,5,True,Houston,Minnesota,13.0,31.0,44.0
956,1938,2016,5,True,Tennessee,Miami,-4.0,44.0,Team 2,-2.5,44.0,Team 2,55%,45%,49%,51%,68%,32%,20165TennesseeMiami,20165MiamiTennessee,222,2016,5,True,Tennessee,Miami,30.0,17.0,47.0
957,1940,2016,5,True,NewEngland,Cleveland,-7.5,47.0,Team 1,-10.0,48.0,Team 1,82%,18%,78%,22%,76%,24%,20165NewEnglandCleveland,20165ClevelandNewEngland,216,2016,5,True,NewEngland,Cleveland,33.0,13.0,46.0
958,1942,2016,5,True,NYJets,Pittsburgh,-6.0,48.5,Team 2,-9.5,50.0,Team 2,47%,53%,67%,33%,34%,66%,20165NYJetsPittsburgh,20165PittsburghNYJets,228,2016,5,True,NYJets,Pittsburgh,13.0,31.0,44.0
959,1944,2016,5,True,Washington,Baltimore,-4.0,47.0,Team 2,-4.0,44.5,Team 2,52%,48%,69%,31%,69%,31%,20165WashingtonBaltimore,20165BaltimoreWashington,224,2016,5,True,Washington,Baltimore,16.0,10.0,26.0
960,1946,2016,5,True,Philadelphia,Detroit,-2.5,46.0,Team 2,-3.5,46.0,Team 1,63%,37%,78%,22%,53%,47%,20165PhiladelphiaDetroit,20165DetroitPhiladelphia,218,2016,5,True,Philadelphia,Detroit,23.0,24.0,47.0
961,1948,2016,5,True,Chicago,Indianapolis,-5.0,47.5,Team 2,-4.0,47.5,Team 2,42%,58%,77%,23%,46%,54%,20165ChicagoIndianapolis,20165IndianapolisChicago,220,2016,5,True,Chicago,Indianapolis,23.0,29.0,52.0
962,1950,2016,5,True,Atlanta,Denver,-7.0,47.0,Team 2,-4.0,44.5,Team 2,41%,59%,67%,33%,66%,34%,20165AtlantaDenver,20165DenverAtlanta,230,2016,5,True,Atlanta,Denver,23.0,16.0,39.0
963,1952,2016,5,True,Buffalo,LosAngeles,-1.5,40.0,Team 2,-2.5,41.5,Team 1,54%,46%,43%,57%,42%,58%,20165BuffaloLosAngeles,20165LosAngelesBuffalo,234,2016,5,True,Buffalo,LosAngeles,30.0,19.0,49.0
964,1954,2016,5,True,SanDiego,Oakland,-3.5,52.5,Team 2,-3.5,51.0,Team 2,45%,55%,85%,15%,50%,50%,20165SanDiegoOakland,20165OaklandSanDiego,236,2016,5,True,SanDiego,Oakland,31.0,34.0,65.0
965,1956,2016,5,True,Cincinnati,Dallas,-1.0,45.5,Team 1,-2.5,45.5,Team 1,67%,33%,78%,22%,56%,44%,20165CincinnatiDallas,20165DallasCincinnati,232,2016,5,True,Cincinnati,Dallas,14.0,28.0,42.0
966,1958,2016,5,True,NYGiants,GreenBay,-6.5,48.5,Team 2,-7.0,50.0,Team 2,37%,63%,79%,21%,55%,45%,20165NYGiantsGreenBay,20165GreenBayNYGiants,238,2016,5,True,NYGiants,GreenBay,16.0,23.0,39.0
967,1960,2016,5,True,TampaBay,Carolina,-6.0,46.0,Team 2,-6.0,47.0,Team 2,44%,56%,67%,33%,53%,47%,20165TampaBayCarolina,20165CarolinaTampaBay,240,2016,5,True,TampaBay,Carolina,17.0,14.0,31.0
968,1962,2016,6,True,Denver,SanDiego,-2.0,46.0,Team 1,-3.0,44.5,Team 1,66%,34%,67%,33%,51%,49%,20166DenverSanDiego,20166SanDiegoDenver,242,2016,6,True,Denver,SanDiego,13.0,21.0,34.0
969,1964,2016,6,True,Cincinnati,NewEngland,,,Team 1,-7.5,48.5,Team 2,26%,74%,74%,26%,24%,76%,20166CincinnatiNewEngland,20166NewEnglandCincinnati,260,2016,6,True,Cincinnati,NewEngland,17.0,35.0,52.0
970,1966,2016,6,True,Baltimore,NYGiants,-3.0,44.5,Team 2,-3.5,42.5,Team 2,46%,54%,64%,36%,50%,50%,20166BaltimoreNYGiants,20166NYGiantsBaltimore,250,2016,6,True,Baltimore,NYGiants,23.0,27.0,50.0
971,1968,2016,6,True,Carolina,NewOrleans,-2.0,53.0,Team 1,-2.5,54.0,Team 1,54%,46%,83%,17%,45%,55%,20166CarolinaNewOrleans,20166NewOrleansCarolina,252,2016,6,True,Carolina,NewOrleans,38.0,41.0,79.0
972,1970,2016,6,True,Pittsburgh,Miami,,,Team 1,-7.5,49.5,Team 1,65%,35%,59%,41%,58%,42%,20166PittsburghMiami,20166MiamiPittsburgh,258,2016,6,True,Pittsburgh,Miami,15.0,30.0,45.0
973,1972,2016,6,True,Jacksonville,Chicago,-1.5,47.5,Team 2,-2.5,46.0,Team 2,51%,49%,67%,33%,63%,37%,20166JacksonvilleChicago,20166ChicagoJacksonville,254,2016,6,True,Jacksonville,Chicago,17.0,16.0,33.0
974,1974,2016,6,True,SanFrancisco,Buffalo,-7.0,45.5,Team 2,-7.5,44.0,Team 2,55%,45%,59%,41%,55%,45%,20166SanFranciscoBuffalo,20166BuffaloSanFrancisco,244,2016,6,True,SanFrancisco,Buffalo,16.0,45.0,61.0
975,1976,2016,6,True,LosAngeles,Detroit,-2.5,43.5,Team 2,-3.0,44.5,Team 2,38%,62%,51%,49%,56%,44%,20166LosAngelesDetroit,20166DetroitLosAngeles,256,2016,6,True,LosAngeles,Detroit,28.0,31.0,59.0
976,1978,2016,6,True,Cleveland,Tennessee,-6.0,45.5,Team 2,-7.5,45.0,Team 2,48%,52%,55%,45%,73%,27%,20166ClevelandTennessee,20166TennesseeCleveland,248,2016,6,True,Cleveland,Tennessee,26.0,28.0,54.0
977,1980,2016,6,True,Philadelphia,Washington,,,Team 1,-3.0,45.0,Team 1,58%,42%,77%,23%,52%,48%,20166PhiladelphiaWashington,20166WashingtonPhiladelphia,246,2016,6,True,Philadelphia,Washington,20.0,27.0,47.0
978,1982,2016,6,True,KansasCity,Oakland,,,Team 1,-2.0,47.0,Team 1,53%,47%,67%,33%,31%,69%,20166KansasCityOakland,20166OaklandKansasCity,262,2016,6,True,KansasCity,Oakland,26.0,10.0,36.0
979,1984,2016,6,True,Atlanta,Seattle,-6.0,46.0,Team 2,-7.0,45.5,Team 2,57%,43%,63%,37%,77%,23%,20166AtlantaSeattle,20166SeattleAtlanta,264,2016,6,True,Atlanta,Seattle,24.0,26.0,50.0
980,1986,2016,6,True,Dallas,GreenBay,,,Team 1,-5.0,47.5,Team 2,42%,58%,77%,23%,54%,46%,20166DallasGreenBay,20166GreenBayDallas,266,2016,6,True,Dallas,GreenBay,30.0,16.0,46.0
981,1988,2016,6,True,Indianapolis,Houston,,,Team 1,-3.0,48.0,Team 2,46%,54%,67%,33%,62%,38%,20166IndianapolisHouston,20166HoustonIndianapolis,268,2016,6,True,Indianapolis,Houston,23.0,26.0,49.0
982,1990,2016,6,True,NYJets,Arizona,,,Team 1,-7.0,46.0,Team 2,35%,65%,62%,38%,44%,56%,20166NYJetsArizona,20166ArizonaNYJets,270,2016,6,True,NYJets,Arizona,3.0,28.0,31.0
983,1992,2016,7,True,Chicago,GreenBay,,,Team 1,-7.5,47.0,Team 2,32%,68%,59%,41%,32%,68%,20167ChicagoGreenBay,20167GreenBayChicago,272,2016,7,True,Chicago,GreenBay,10.0,26.0,36.0
984,1994,2016,7,True,NYGiants,LosAngeles,-2.0,44.5,Team 1,-3.0,45.0,Team 1,62%,38%,59%,41%,69%,31%,20167NYGiantsLosAngeles,20167LosAngelesNYGiants,274,2016,7,True,NYGiants,LosAngeles,17.0,10.0,27.0
985,1996,2016,7,True,Minnesota,Philadelphia,-1.5,40.0,Team 2,-3.0,39.0,Team 1,70%,30%,60%,40%,51%,49%,20167MinnesotaPhiladelphia,20167PhiladelphiaMinnesota,280,2016,7,True,Minnesota,Philadelphia,10.0,21.0,31.0
986,1998,2016,7,True,NewOrleans,KansasCity,-7.0,49.0,Team 2,-6.5,51.5,Team 2,43%,57%,65%,35%,58%,42%,20167NewOrleansKansasCity,20167KansasCityNewOrleans,276,2016,7,True,NewOrleans,KansasCity,21.0,27.0,48.0
987,2000,2016,7,True,Washington,Detroit,-1.0,51.0,Team 2,-1.0,50.0,Team 1,56%,44%,72%,28%,46%,54%,20167WashingtonDetroit,20167DetroitWashington,284,2016,7,True,Washington,Detroit,17.0,20.0,37.0
988,2002,2016,7,True,Cleveland,Cincinnati,-10.0,46.0,Team 2,-11.5,46.5,Team 2,45%,55%,66%,34%,31%,69%,20167ClevelandCincinnati,20167CincinnatiCleveland,282,2016,7,True,Cleveland,Cincinnati,17.0,31.0,48.0
989,2004,2016,7,True,Buffalo,Miami,,,Team 1,-2.5,46.0,Team 1,58%,42%,60%,40%,43%,57%,20167BuffaloMiami,20167MiamiBuffalo,288,2016,7,True,Buffalo,Miami,25.0,28.0,53.0
990,2006,2016,7,True,Oakland,Jacksonville,-1.0,50.0,Team 2,-2.0,47.5,Team 2,68%,32%,66%,34%,78%,22%,20167OaklandJacksonville,20167JacksonvilleOakland,286,2016,7,True,Oakland,Jacksonville,33.0,16.0,49.0
991,2008,2016,7,True,Indianapolis,Tennessee,-2.5,51.0,Team 2,-4.0,48.5,Team 2,54%,46%,61%,39%,46%,54%,20167IndianapolisTennessee,20167TennesseeIndianapolis,278,2016,7,True,Indianapolis,Tennessee,34.0,26.0,60.0
992,2010,2016,7,True,Baltimore,NYJets,,,Team 1,-2.0,40.5,Team 2,56%,44%,50%,50%,63%,37%,20167BaltimoreNYJets,20167NYJetsBaltimore,290,2016,7,True,Baltimore,NYJets,16.0,24.0,40.0
993,2012,2016,7,True,SanDiego,Atlanta,-6.0,51.5,Team 2,-5.0,53.5,Team 2,42%,58%,81%,19%,34%,66%,20167SanDiegoAtlanta,20167AtlantaSanDiego,294,2016,7,True,SanDiego,Atlanta,33.0,30.0,63.0
994,2014,2016,7,True,TampaBay,SanFrancisco,0.0,47.5,No Favorite,-1.0,45.5,Team 2,47%,53%,60%,40%,62%,38%,20167TampaBaySanFrancisco,20167SanFranciscoTampaBay,292,2016,7,True,TampaBay,SanFrancisco,34.0,17.0,51.0
995,2016,2016,7,True,NewEngland,Pittsburgh,-1.0,46.0,Team 2,-7.5,49.5,Team 1,79%,21%,54%,46%,69%,31%,20167NewEnglandPittsburgh,20167PittsburghNewEngland,296,2016,7,True,NewEngland,Pittsburgh,27.0,16.0,43.0
996,2018,2016,7,True,Seattle,Arizona,-1.5,43.5,Team 2,-1.5,43.0,Team 2,51%,49%,61%,39%,51%,49%,20167SeattleArizona,20167ArizonaSeattle,298,2016,7,True,Seattle,Arizona,6.0,6.0,12.0
997,2020,2016,7,True,Houston,Denver,-7.0,41.5,Team 2,-8.5,40.0,Team 2,37%,63%,52%,48%,43%,57%,20167HoustonDenver,20167DenverHouston,300,2016,7,True,Houston,Denver,9.0,27.0,36.0
998,2022,2016,8,True,Jacksonville,Tennessee,-3.5,46.5,Team 2,-3.0,43.5,Team 2,36%,64%,64%,36%,39%,61%,20168JacksonvilleTennessee,20168TennesseeJacksonville,302,2016,8,True,Jacksonville,Tennessee,22.0,36.0,58.0
999,2024,2016,8,True,Washington,Cincinnati,-6.0,46.5,Team 2,-3.0,49.0,Team 2,36%,64%,64%,36%,60%,40%,20168WashingtonCincinnati,20168CincinnatiWashington,304,2016,8,True,Washington,Cincinnati,27.0,27.0,54.0
1000,2026,2016,8,True,GreenBay,Atlanta,-3.0,52.0,Team 2,-3.0,51.0,Team 2,34%,66%,87%,13%,59%,41%,20168GreenBayAtlanta,20168AtlantaGreenBay,322,2016,8,True,GreenBay,Atlanta,32.0,33.0,65.0
1001,2028,2016,8,True,Detroit,Houston,-3.0,45.0,Team 2,-1.0,46.5,Team 2,53%,47%,58%,42%,63%,37%,20168DetroitHouston,20168HoustonDetroit,312,2016,8,True,Detroit,Houston,13.0,20.0,33.0
1002,2030,2016,8,True,Seattle,NewOrleans,-3.0,48.0,Team 1,-1.0,50.0,Team 1,56%,44%,65%,35%,56%,44%,20168SeattleNewOrleans,20168NewOrleansSeattle,310,2016,8,True,Seattle,NewOrleans,20.0,25.0,45.0
1003,2032,2016,8,True,NewEngland,Buffalo,-4.0,47.0,Team 1,-6.5,48.5,Team 1,80%,20%,69%,31%,82%,18%,20168NewEnglandBuffalo,20168BuffaloNewEngland,316,2016,8,True,NewEngland,Buffalo,41.0,25.0,66.0
1004,2034,2016,8,True,NYJets,Cleveland,-2.0,43.0,Team 1,-2.5,45.5,Team 1,62%,38%,72%,28%,50%,50%,20168NYJetsCleveland,20168ClevelandNYJets,314,2016,8,True,NYJets,Cleveland,31.0,28.0,59.0
1005,2036,2016,8,True,Oakland,TampaBay,-1.0,49.5,Team 2,0.0,48.0,No Favorite,60%,40%,69%,31%,65%,35%,20168OaklandTampaBay,20168TampaBayOakland,308,2016,8,True,Oakland,TampaBay,30.0,24.0,54.0
1006,2038,2016,8,True,KansasCity,Indianapolis,-3.0,49.5,Team 1,-3.0,50.5,Team 1,47%,53%,69%,31%,36%,64%,20168KansasCityIndianapolis,20168IndianapolisKansasCity,306,2016,8,True,KansasCity,Indianapolis,30.0,14.0,44.0
1007,2040,2016,8,True,SanDiego,Denver,-6.5,45.0,Team 2,-3.5,43.5,Team 2,44%,56%,68%,32%,44%,56%,20168SanDiegoDenver,20168DenverSanDiego,320,2016,8,True,SanDiego,Denver,19.0,27.0,46.0
1008,2042,2016,8,True,Arizona,Carolina,0.0,48.0,No Favorite,-2.5,45.5,Team 2,47%,53%,65%,35%,64%,36%,20168ArizonaCarolina,20168CarolinaArizona,318,2016,8,True,Arizona,Carolina,20.0,30.0,50.0
1009,2044,2016,8,True,Philadelphia,Dallas,-4.5,43.5,Team 2,-5.0,44.0,Team 2,40%,60%,73%,27%,53%,47%,20168PhiladelphiaDallas,20168DallasPhiladelphia,324,2016,8,True,Philadelphia,Dallas,23.0,29.0,52.0
1010,2046,2016,8,True,Minnesota,Chicago,-4.5,41.0,Team 1,-5.5,39.5,Team 1,72%,28%,57%,43%,73%,27%,20168MinnesotaChicago,20168ChicagoMinnesota,326,2016,8,True,Minnesota,Chicago,10.0,20.0,30.0
1011,2048,2016,9,True,Atlanta,TampaBay,-2.0,51.5,Team 1,-4.5,49.5,Team 1,73%,27%,68%,32%,65%,35%,20169AtlantaTampaBay,20169TampaBayAtlanta,328,2016,9,True,Atlanta,TampaBay,43.0,28.0,71.0
1012,2050,2016,9,True,Jacksonville,KansasCity,-8.0,45.5,Team 2,-7.0,43.0,Team 2,37%,63%,66%,34%,31%,69%,20169JacksonvilleKansasCity,20169KansasCityJacksonville,336,2016,9,True,Jacksonville,KansasCity,14.0,19.0,33.0
1013,2052,2016,9,True,Detroit,Minnesota,,,Team 1,-5.5,42.5,Team 2,49%,51%,60%,40%,66%,34%,20169DetroitMinnesota,20169MinnesotaDetroit,330,2016,9,True,Detroit,Minnesota,22.0,16.0,38.0
1014,2054,2016,9,True,Philadelphia,NYGiants,-2.0,44.0,Team 2,-3.0,43.0,Team 2,62%,38%,76%,24%,73%,27%,20169PhiladelphiaNYGiants,20169NYGiantsPhiladelphia,332,2016,9,True,Philadelphia,NYGiants,23.0,28.0,51.0
1015,2056,2016,9,True,Dallas,Cleveland,,,Team 1,-7.0,49.5,Team 1,68%,32%,71%,29%,80%,20%,20169DallasCleveland,20169ClevelandDallas,338,2016,9,True,Dallas,Cleveland,35.0,10.0,45.0
1016,2058,2016,9,True,NYJets,Miami,-3.0,45.0,Team 2,-4.0,45.5,Team 2,43%,57%,67%,33%,68%,32%,20169NYJetsMiami,20169MiamiNYJets,334,2016,9,True,NYJets,Miami,23.0,27.0,50.0
1017,2060,2016,9,True,Pittsburgh,Baltimore,,,Team 1,-3.0,46.0,Team 1,67%,33%,51%,49%,70%,30%,20169PittsburghBaltimore,20169BaltimorePittsburgh,340,2016,9,True,Pittsburgh,Baltimore,14.0,21.0,35.0
1018,2062,2016,9,True,NewOrleans,SanFrancisco,,,Team 1,-5.5,53.0,Team 1,74%,26%,70%,30%,61%,39%,20169NewOrleansSanFrancisco,20169SanFranciscoNewOrleans,342,2016,9,True,NewOrleans,SanFrancisco,41.0,23.0,64.0
1019,2064,2016,9,True,Carolina,LosAngeles,-2.0,46.0,Team 1,-3.0,44.5,Team 1,72%,28%,45%,55%,62%,38%,20169CarolinaLosAngeles,20169LosAngelesCarolina,344,2016,9,True,Carolina,LosAngeles,13.0,10.0,23.0
1020,2066,2016,9,True,Indianapolis,GreenBay,,,Team 1,-7.5,52.0,Team 2,26%,74%,84%,16%,31%,69%,20169IndianapolisGreenBay,20169GreenBayIndianapolis,346,2016,9,True,Indianapolis,GreenBay,31.0,26.0,57.0
1021,2068,2016,9,True,Tennessee,SanDiego,-5.5,48.5,Team 2,-4.0,47.5,Team 2,35%,65%,76%,24%,40%,60%,20169TennesseeSanDiego,20169SanDiegoTennessee,348,2016,9,True,Tennessee,SanDiego,35.0,43.0,78.0
